"Region Num","Structure Num","Inspection Date","Span Num","GROUP","Element","Element Num","Position","Material","Element Type","Misc","Data Type","%A","%B","%C","%D","Behaviour","Comments","Inspection ID","Element ID"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 5","Category 13","2",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","121","457"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 5","Category 14","1",,"Concrete",,,"Demo Data","90","7","2","1","4","Nul","121","464"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 5","Category 14","2",,"Concrete",,,"Demo Data","90","7","2","1","4","Nul","121","463"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 5","Category 15","1",,"Concrete","Type 14",,"Demo Data","70","30","0","0","4","Nul","121","465"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 5","Category 15","2",,"Concrete","Type 14",,"Demo Data","85","15","0","0","4","Nul","121","467"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 5","Category 15","3",,"Concrete","Type 14",,"Demo Data","70","30","0","0","4","Nul","121","469"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 5","Category 15","4",,"Concrete","Type 14",,"Demo Data","85","15","0","0","4","Nul","121","471"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","70","30","0","0","4","Nul","121","473"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","85","15","0","0","4","Nul","121","475"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","90","5","5","0","4","Nul","121","478"
"23","00002",2017-7-12 0:00:00,"1","Sub-group 6","Category 20",,"East","Concrete HP","Type 15","Oui","Demo Data","60","40","0","0","4","Nul","121","483"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 4","Category 11",,,,,,"Demo Data",,,,,"4","Nul","122","447"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 4","Category 12",,"North",,"Type 13",,"Demo Data",,,,,"4","Nul","122","449"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 4","Category 12",,"South",,"Type 13",,"Demo Data",,,,,"4","Nul","122","451"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 4","Category 10",,"South",,"Type 24",,"Demo Data",,,,,"4","Nul","122","454"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 4","Category 10",,"North",,"Type 24",,"Demo Data",,,,,"4","Nul","122","456"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 5","Category 13","1",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","122","458"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 5","Category 13","2",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","122","457"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 5","Category 14","1",,"Concrete",,,"Demo Data","90","8","1","1","4","Nul","122","464"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 5","Category 14","2",,"Concrete",,,"Demo Data","90","8","1","1","4","Nul","122","463"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 5","Category 15","1",,"Concrete","Type 14",,"Demo Data","70","30","0","0","4","Nul","122","465"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 5","Category 15","2",,"Concrete","Type 14",,"Demo Data","99","1","0","0","4","Nul","122","467"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 5","Category 15","3",,"Concrete","Type 14",,"Demo Data","50","50","0","0","4","Nul","122","469"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 5","Category 15","4",,"Concrete","Type 14",,"Demo Data","99","1","0","0","4","Nul","122","471"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","80","20","0","0","4","Nul","122","473"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","99","1","0","0","4","Nul","122","475"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","94","5","1","0","4","Nul","122","478"
"23","00002",2019-9-12 0:00:00,"1","Sub-group 6","Category 20",,"East","Concrete HP","Type 15","Oui","Demo Data","95","5","0","0","4","Nul","122","483"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 4","Category 11",,,,,,"Demo Data",,,,,"4","Nul","123","448"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 4","Category 12",,"North",,"Type 13",,"Demo Data",,,,,"4","Nul","123","450"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 4","Category 12",,"South",,"Type 13",,"Demo Data",,,,,"4","Nul","123","452"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 4","Category 10",,"South",,"Type 24",,"Demo Data",,,,,"3","Nul","123","453"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 4","Category 10",,"North",,"Type 24",,"Demo Data",,,,,"3","Nul","123","455"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 5","Category 13","1",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","123","459"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 5","Category 13","2",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","123","460"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 5","Category 14","1",,"Concrete",,,"Demo Data","97","1","1","1","4","Nul","123","461"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 5","Category 14","2",,"Concrete",,,"Demo Data","95","1","1","3","4","Nul","123","462"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 5","Category 15","1",,"Concrete","Type 14",,"Demo Data","98","2","0","0","4","Nul","123","466"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 5","Category 15","2",,"Concrete","Type 14",,"Demo Data","98","2","0","0","4","Nul","123","468"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 5","Category 15","3",,"Concrete","Type 14",,"Demo Data","95","3","2","0","4","Nul","123","470"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 5","Category 15","4",,"Concrete","Type 14",,"Demo Data","95","5","0","0","4","Nul","123","472"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","95","5","0","0","4","Nul","123","474"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","95","5","0","0","4","Nul","123","476"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","95","2","0","3","3","Nul","123","477"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","123","479"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 6","Category 20",,"West","Concrete HP","Type 15","Non","Demo Data","100","0","0","0","4","Nul","123","482"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 6","Category 20",,"East","Concrete or Steel","Type 4","Non","Demo Data","100","0","0","0","4","Nul","123","484"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 1","Category 2",,"South",,,,"Demo Data",,,,,"4","Nul","123","486"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 1","Category 2",,"North",,,,"Demo Data",,,,,"4","Nul","123","488"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 1","Category 3",,"South","Wood-Steel","Type 26",,"Demo Data","100","0","0","0","2","Nul","123","490"
"23","00003",2010-7-12 0:00:00,"1","Sub-group 1","Category 3",,"North","Wood-Steel","Type 26",,"Demo Data","100","0","0","0","4","Nul","123","492"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 4","Category 11",,,,,,"Demo Data",,,,,"4","Nul","124","448"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 4","Category 12",,"North",,"Type 13",,"Demo Data",,,,,"4","Nul","124","450"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 4","Category 12",,"South",,"Type 13",,"Demo Data",,,,,"4","Nul","124","452"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 4","Category 10",,"South",,"Type 24",,"Demo Data",,,,,"4","Nul","124","453"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 4","Category 10",,"North",,"Type 24",,"Demo Data",,,,,"3","Nul","124","455"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 5","Category 13","1",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","124","459"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 5","Category 13","2",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","124","460"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 5","Category 14","1",,"Concrete",,,"Demo Data","99","0","1","0","4","Nul","124","461"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 5","Category 14","2",,"Concrete",,,"Demo Data","99","0","1","0","4","Nul","124","462"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 5","Category 15","1",,"Concrete","Type 14",,"Demo Data","98","2","0","0","4","Nul","124","466"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 5","Category 15","2",,"Concrete","Type 14",,"Demo Data","98","2","0","0","4","Nul","124","468"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 5","Category 15","3",,"Concrete","Type 14",,"Demo Data","98","2","0","0","4","Nul","124","470"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 5","Category 15","4",,"Concrete","Type 14",,"Demo Data","98","2","0","0","4","Nul","124","472"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","124","474"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","124","476"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","95","2","0","3","3","Nul","124","477"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","124","479"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 6","Category 20",,"West","Concrete HP","Type 15","Non","Demo Data","100","0","0","0","4","Nul","124","482"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 1","Category 2",,"South",,,,"Demo Data",,,,,"4","Nul","124","486"
"23","00003",2012-4-13 0:00:00,"1","Sub-group 1","Category 2",,"North",,,,"Demo Data",,,,,"4","Nul","124","488"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 4","Category 11",,,,,,"Demo Data",,,,,"3","Nul","125","448"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 4","Category 12",,"North",,"Type 13",,"Demo Data",,,,,"4","Nul","125","450"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 4","Category 12",,"South",,"Type 13",,"Demo Data",,,,,"4","Nul","125","452"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 4","Category 10",,"South",,"Type 24",,"Demo Data",,,,,"4","Nul","125","453"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 4","Category 10",,"North",,"Type 24",,"Demo Data",,,,,"4","Nul","125","455"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 5","Category 13","1",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","125","459"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 5","Category 13","2",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","125","460"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 5","Category 14","1",,"Concrete",,,"Demo Data","93","5","1","1","4","Nul","125","461"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 5","Category 14","2",,"Concrete",,,"Demo Data","93","5","1","1","4","Nul","125","462"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 5","Category 15","1",,"Concrete","Type 14",,"Demo Data","50","50","0","0","4","Nul","125","466"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 5","Category 15","2",,"Concrete","Type 14",,"Demo Data","20","80","0","0","4","Nul","125","468"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 5","Category 15","3",,"Concrete","Type 14",,"Demo Data","50","50","0","0","4","Nul","125","470"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 5","Category 15","4",,"Concrete","Type 14",,"Demo Data","20","80","0","0","4","Nul","125","472"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","85","15","0","0","4","Nul","125","474"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","85","15","0","0","4","Nul","125","476"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","96","2","1","1","4","Nul","125","477"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","45","55","0","0","4","Nul","125","479"
"23","00003",2015-12-11 0:00:00,"1","Sub-group 6","Category 20",,"West","Concrete HP","Type 15","Non","Demo Data","45","55","0","0","4","Nul","125","482"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 4","Category 11",,,,,,"Demo Data",,,,,"3","Nul","126","448"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 4","Category 12",,"North",,"Type 13",,"Demo Data",,,,,"4","Nul","126","450"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 4","Category 12",,"South",,"Type 13",,"Demo Data",,,,,"4","Nul","126","452"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 4","Category 10",,"South",,"Type 24",,"Demo Data",,,,,"4","Nul","126","453"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 4","Category 10",,"North",,"Type 24",,"Demo Data",,,,,"4","Nul","126","455"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 5","Category 13","1",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","126","459"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 5","Category 13","2",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","126","460"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 5","Category 14","1",,"Concrete",,,"Demo Data","93","5","1","1","4","Nul","126","461"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 5","Category 14","2",,"Concrete",,,"Demo Data","87","10","1","2","4","Nul","126","462"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 5","Category 15","1",,"Concrete","Type 14",,"Demo Data","95","5","0","0","4","Nul","126","466"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 5","Category 15","2",,"Concrete","Type 14",,"Demo Data","84","15","1","0","4","Nul","126","468"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 5","Category 15","3",,"Concrete","Type 14",,"Demo Data","85","15","0","0","4","Nul","126","470"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 5","Category 15","4",,"Concrete","Type 14",,"Demo Data","90","10","0","0","4","Nul","126","472"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","98","2","0","0","4","Nul","126","474"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","95","5","0","0","4","Nul","126","476"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","95","5","0","0","4","Nul","126","477"
"23","00003",2017-7-12 0:00:00,"1","Sub-group 6","Category 20",,"West","Concrete HP","Type 15","Non","Demo Data","60","40","0","0","4","Nul","126","482"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 4","Category 11",,,,,,"Demo Data",,,,,"3","Nul","127","448"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 4","Category 12",,"North",,"Type 13",,"Demo Data",,,,,"4","Nul","127","450"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 4","Category 12",,"South",,"Type 13",,"Demo Data",,,,,"4","Nul","127","452"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 4","Category 10",,"South",,"Type 24",,"Demo Data",,,,,"4","Nul","127","453"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 4","Category 10",,"North",,"Type 24",,"Demo Data",,,,,"4","Nul","127","455"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 5","Category 13","1",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","127","459"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 5","Category 13","2",,,"Type 10","Non spécifié","Demo Data",,,,,"4","Nul","127","460"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 5","Category 14","1",,"Concrete",,,"Demo Data","94","5","1","0","4","Nul","127","461"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 5","Category 14","2",,"Concrete",,,"Demo Data","87","10","1","2","4","Nul","127","462"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 5","Category 15","1",,"Concrete","Type 14",,"Demo Data","95","5","0","0","4","Nul","127","466"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 5","Category 15","2",,"Concrete","Type 14",,"Demo Data","94","5","1","0","4","Nul","127","468"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 5","Category 15","3",,"Concrete","Type 14",,"Demo Data","95","5","0","0","4","Nul","127","470"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 5","Category 15","4",,"Concrete","Type 14",,"Demo Data","99","1","0","0","4","Nul","127","472"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","98","2","0","0","4","Nul","127","474"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","95","5","0","0","4","Nul","127","476"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","95","5","0","0","4","Nul","127","477"
"23","00003",2019-9-12 0:00:00,"1","Sub-group 6","Category 20",,"West","Concrete HP","Type 15","Non","Demo Data","60","40","0","0","4","Nul","127","482"
"64","00004",2008-6-26 0:00:00,"7","Sub-group 2","Category 7",,"West","Concrete",,,"Demo Data","100","0","0","0","4","Nul","128","135"
"64","00004",2008-6-26 0:00:00,"7","Sub-group 2","Category 7",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","128","151"
"64","00004",2008-6-26 0:00:00,"7","Sub-group 6","Category 20",,"West","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","128","371"
"64","00004",2008-6-26 0:00:00,"7","Sub-group 6","Category 20",,"East","Steel","Type 16","Non","Demo Data","80","20","0","0","4","Nul","128","394"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 8","Category 13","9",,,"Type 19","Sol grossier lâche, argile molle ou silt","Demo Data",,,,,"4","Nul","128","44"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 8","Category 24","9",,"Concrete",,"Aucun matériau composite","Demo Data","89","10","1","0","4","Nul","128","64"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 8","Category 17","7",,,"Type 2",,"Demo Data",,,,,"4","Nul","128","214"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 8","Category 16","9",,"Concrete",,,"Demo Data",,,,,"4","Nul","128","208"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","128","277"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 9","Category 1",,,"Steel",,,"Demo Data",,,,,"4","Nul","128","80"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","96","3","1","0","4","Nul","128","300"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","97","2","1","0","4","Nul","128","323"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data",,,,,"4","Nul","128","230"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","45","50","5","0","4","Nul","128","349"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","128","529"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 10","Category 4","3",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","128","530"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 10","Category 4","4",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","128","531"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 10","Category 4","5",,"Concrete","Type 6","Aucun renforcement","Demo Data","70","25","5","0","4","Nul","128","532"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 10","Category 4","6",,"Concrete","Type 6","Aucun renforcement","Demo Data","45","50","5","0","4","Nul","128","533"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 10","Category 5",,"North","Concrete",,,"Demo Data","100","0","0","0","4","Nul","128","99"
"64","00004",2008-6-26 0:00:00,"8","Sub-group 3","Category 9",,"Intermédiaire","Concrete",,,"Demo Data",,,,,"4","Nul","128","111"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 5","Category 17","2",,,"Type 9",,"Demo Data",,,,,"4","Nul","130","190"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 5","Category 15","3",,"Concrete","Type 17",,"Demo Data","10","90","0","0","4","Nul","130","265"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 5","Category 15","4",,"Concrete","Type 17",,"Demo Data","30","70","0","0","4","Nul","130","268"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 5","Category 16","4",,"Concrete",,,"Demo Data",,,,,"4","Nul","130","577"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","130","285"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","90","10","0","0","4","Nul","130","308"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","85","15","0","0","4","Nul","130","331"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data",,,,,"4","Nul","130","238"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 10","Category 4","1",,"Concrete","Type 6","Aucun renforcement","Demo Data","80","20","0","0","4","Nul","130","360"
"64","00005",2008-6-25 0:00:00,"3","Sub-group 10","Category 4","2",,"Concrete","Type 6","Aucun renforcement","Demo Data","85","15","0","0","4","Nul","130","568"
"64","00006",2011-9-10 0:00:00,"3","Sub-group 2","Category 8",,"West","Concrete",,,"Demo Data","99","0","1","0","4","Nul","136","117"
"64","00006",2011-9-10 0:00:00,"3","Sub-group 2","Category 8",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","136","124"
"64","00006",2011-9-10 0:00:00,"3","Sub-group 6","Category 20",,"West","Steel","Type 21","Non","Demo Data","99","0","1","0","4","Nul","136","381"
"64","00006",2011-9-10 0:00:00,"3","Sub-group 6","Category 20",,"East","Steel","Type 21","Non","Demo Data","99","0","1","0","4","Nul","136","404"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 8","Category 13","5",,,"Type 10","Sol grossier, dense ou compact","Demo Data",,,,,"4","Nul","136","29"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 8","Category 25","5",,"Concrete","Type 11","Aucun matériau composite","Demo Data","100","0","0","0","4","Nul","136","51"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 8","Category 26","5",,"Concrete",,,"Demo Data","95","5","0","0","4","Nul","136","68"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 8","Category 17","5",,,"Type 9",,"Demo Data",,,,,"4","Nul","136","220"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 8","Category 16","5",,"Concrete",,,"Demo Data",,,,,"4","Nul","136","199"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","136","289"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","89","10","1","0","4","Nul","136","312"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","90","10","0","0","4","Nul","136","335"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","98","1","1","0","4","Nul","136","242"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 2","Category 8",,"West","Concrete",,,"Demo Data","90","0","10","0","2","Nul","136","118"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 2","Category 8",,"East","Concrete",,,"Demo Data","100","0","0","0","4","Nul","136","125"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 6","Category 20",,"West","Steel","Type 21","Non","Demo Data","99","0","1","0","4","Nul","136","382"
"64","00006",2011-9-10 0:00:00,"4","Sub-group 6","Category 20",,"East","Steel","Type 21","Non","Demo Data","100","0","0","0","4","Nul","136","405"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 8","Category 13","6",,,"Type 10","Sol grossier, dense ou compact","Demo Data",,,,,"4","Nul","136","28"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 8","Category 25","6",,"Concrete","Type 11","Aucun matériau composite","Demo Data","99","0","1","0","4","Nul","136","50"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 8","Category 26","6",,"Concrete",,,"Demo Data","99","1","0","0","4","Nul","136","69"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 8","Category 17","6",,,"Type 9",,"Demo Data",,,,,"4","Nul","136","221"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 8","Category 16","6",,"Concrete",,,"Demo Data",,,,,"4","Nul","136","198"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 9","Category 28",,,"Asphalt",,,"Demo Data","100","0","0","0","4","Nul","136","290"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 9","Category 29",,"West","Concrete",,,"Demo Data","90","10","0","0","4","Nul","136","313"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 9","Category 29",,"East","Concrete",,,"Demo Data","90","10","0","0","4","Nul","136","336"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 9","Category 27",,,,"Type 7","Aucune sécurisation / renfort","Demo Data","99","1","0","0","4","Nul","136","243"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 2","Category 8",,"West","Concrete",,,"Demo Data","99","0","1","0","3","Nul","136","119"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 2","Category 8",,"East","Concrete",,,"Demo Data","95","5","0","0","4","Nul","136","126"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 6","Category 20",,"West","Steel","Type 21","Non","Demo Data","99","0","1","0","4","Nul","136","383"
"64","00006",2011-9-10 0:00:00,"5","Sub-group 6","Category 20",,"East","Steel","Type 21","Non","Demo Data","100","0","0","0","4","Nul","136","406"
"64","00006",2011-9-10 0:00:00,"6","Sub-group 8","Category 13","7",,,"Type 10","Sol grossier, dense ou compact","Demo Data",,,,,"4","Nul","136","27"
"64","00006",2011-9-10 0:00:00,"6","Sub-group 8","Category 25","7",,"Concrete","Type 11","Aucun matériau composite","Demo Data","95","5","0","0","4","Nul","136","49"
"64","00006",2011-9-10 0:00:00,"6","Sub-group 8","Category 26","7",,"Concrete",,,"Demo Data","90","10","0","0","4","Nul","136","70"
